,,,CPLEHB7C7ZJGHEQU,Ocean OPGDG-4/100 Digital Caliper,Specifications of Ocean OPGDG-4/100 Digital Caliper (0-100 mm) In the box 1 Caliper General Brand Ocean Model Number OPGDG-4/100 Type Digital Caliper Resolution 0.01 mm Measuring Range 0-100 mm Accuracy 0-100mm,"[""Home Improvement >> Tools >> Measuring & Layout Tools >> Calipers >> Ocean OPGDG-4/100 Digital Caliper (0-100 mm)""]",,,,,,,,,,
,,,ACCEGXDJHFEDFPPJ,Ocean Q3 Wireless Optical Mouse Gaming Mouse,"Key Features of Ocean Q3 Wireless Optical Mouse Gaming Mouse OS Supported: Win 7/8/8.1/10 Bluetooth Available,Specifications of Ocean Q3 Wireless Optical Mouse Gaming Mouse (Bluetooth, Black) General Specifications Interface Bluetooth Brand Ocean Model Q3 Sales Package Mouse & Bluetooth Receiver OS Supported Win 7/8/8.1/10 Color Black Technology Optical Mouse","[""Gaming >> Gaming Accessories >> Mouse >> Ocean Mouse >> Ocean Q3 Wireless Optical Mouse Gaming Mouse (Bl...""]",,,,,,,,,,
,,,PSREFBQM8V7GVCGX,Intel 3.2 GHz LGA 1150 i5-4460 (BX80646I54460) Processor,Buy Intel 3.2 GHz LGA 1150 i5-4460 (BX80646I54460) Processor only for Rs. 15499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Computer Components >> Processors >> Intel Processors""]",,,,,,,,,,
,,,SHIEASFWXZ6H28UY,Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece - 10 cm,Buy Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece - 10 cm for Rs.750 online. Infinity India Antique Gemstone Brass Surahi Handicraft Gift -1001 Showpiece - 10 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Infinity India Ethnic""]",,,,,,,,,,
,,,PSRD7NKJGFMGAZQG,Intel 1.8 GHz LGA 1155 Celeron G460 Processor,Buy Intel 1.8 GHz LGA 1155 Celeron G460 Processor only for Rs. 9790.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Computer Components >> Processors >> Intel Processors""]",,,,,,,,,,
,,,PSRE2K36QU4U5HBC,Intel 3.1 GHz LGA 1150 E3-1220 v3 Processor,Buy Intel 3.1 GHz LGA 1150 E3-1220 v3 Processor only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Computer Components >> Processors >> Intel Processors""]",,,,,,,,,,
,,,RTRE8GJUFNETVUMZ,Netgear R6220 AC1200 Dual Band Gigabit Wi-Fi Router,Buy Netgear R6220 AC1200 Dual Band Gigabit Wi-Fi Router only for Rs. 5199 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",,,,,,,,,,
,,,RTRDFFYGJ4GNRSHQ,Netgear WNDR3700 N600 Dual Band Wireless Gigabit Router,Buy Netgear WNDR3700 N600 Dual Band Wireless Gigabit Router only for Rs. 10915 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",,,,,,,,,,
,,,RTRDZCPAY9YHMG4X,Netgear WN2500RP Universal Dual Band Wi-Fi Range Extender,Buy Netgear WN2500RP Universal Dual Band Wi-Fi Range Extender only for Rs. 8424 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers >> Network Components >> Routers >> Netgear Routers""]",,,,,,,,,,
,,,SHOEH4GRSUBJGZXE,AW Bellies,"Key Features of AW Bellies Sandals Wedges Heel Casuals,AW Bellies Price: Rs. 499 Material: Synthetic Lifestyle: Casual Heel Type: Wedge Warranty Type: Manufacturer Product Warranty against manufacturing defects: 30 days Care instructions: Allow your pair of shoes to air and de-odorize at regular basis; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth; do not use polish or shiner,Specifications of AW Bellies General Ideal For Women Occasion Casual Shoe Details Color Red Outer Material Patent Leather Heel Height 1 inch Number of Contents in Sales Package Pack of 1 In the Box One Pair Of Shoes","[""Footwear >> Womens Footwear >> Ballerinas >> AW Bellies""]",,,,,,,,,,
,,,SHOEH3DZBFR88SCK,"dilli bazaaar Bellies, Corporate Casuals, Casuals","Key Features of dilli bazaaar Bellies, Corporate Casuals, Casuals Material: Fabric Occasion: Ethnic, Casual, Party, Formal Color: Pink Heel Height: 0,Specifications of dilli bazaaar Bellies, Corporate Casuals, Casuals General Occasion Ethnic, Casual, Party, Formal Ideal For Women Shoe Details Weight 200 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Fabric Color Pink","[""Footwear >> Womens Footwear >> Ballerinas >> dilli bazaaar Bellies, Corporate Casuals, Casuals""]",,,,,,,,,,
,,,SHOEH4KM2W3Z6EH5,Ladela Bellies,"Key Features of Ladela Bellies Brand: LADELA Color : Black,Ladela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.,Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black","[""Footwear >> Womens Footwear >> Ballerinas >> Ladela Bellies""]",,,,,,,,,,
,,,SHOEH4FSHEDEMVTM,Style Foot Bellies,"Key Features of Style Foot Bellies ballerina shoes ballerina flats,Style Foot Bellies Price: Rs. 449 ballet shoes that fits perfectly for casual and party wear,Specifications of Style Foot Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 1 inch Outer Material PU Color Black In the Box 1 slipper","[""Footwear >> Womens Footwear >> Ballerinas >> Style Foot Bellies""]",,,,,,,,,,
,,,SNDEH75ZFZ5REGFH,SWAGGA Women Clogs,"Key Features of SWAGGA Women Clogs Occasion: Ethnic Material: Leather Color: Brown, White Heel Height: 0,Specifications of SWAGGA Women Clogs General Occasion Ethnic Ideal For Women Sandal Details Type Clogs Heel Height 0 inch Outer Material Leather Color Brown, White13","[""Footwear >> Womens Footwear >> Sports Sandals >> SWAGGA Women Clogs""]",,,,,,,,,,
,,,SHOEGVQCT2ZSGUHY,Nuride Canvas Shoes,"Key Features of Nuride Canvas Shoes Material: Canvas Occasion: Casual Color: Red Heel Height: 0.5,Specifications of Nuride Canvas Shoes General Occasion Casual Ideal For Women Shoe Details Heel Height 0.5 inch Outer Material Canvas Color Red","[""Footwear >> Womens Footwear >> Casual Shoes >> Canvas >> Nuride Canvas Shoes""]",,,,,,,,,,
,,,SNDEG6EFWGBCURUT,Liza Women Wedges,"Key Features of Liza Women Wedges Occasion: Casual, Formal, Party Material: Synthetic Leather Color: Blue Heel Height: 3,Liza Women Wedges Price: Rs. 1,393 LIZA offers an exclusive range of Sandal. Made from fine quality material, this pair of Sandal is durable and comfortable to wear. This pair will definitely keep your feet dry, cool and comfortable. Buy this pair of Liza Sandal and team it up with de,Specifications of Liza Women Wedges General Occasion Casual, Formal, Party Ideal For Women Sandal Details Weight 250 g (per single Sandal) - Weight of the product may vary depending on size. Type Wedges Heel Height 3 inch Outer Material Synthetic Leather Color Blue In the Box 1 Pair Of Sandal Additional Details Care Instructions Clean with a mild damp cloth with regular water.","[""Footwear >> Womens Footwear >> Wedges >> Liza Women Wedges""]",,,,,,,,,,
,,,SHOEJKK3VZGHMT6T,ShoeBuzz Casuals,"Key Features of ShoeBuzz Casuals Material: Synthetic Leather Occasion: Wedding, Casual, Party Color: Beige Heel Height: 0,ShoeBuzz Casuals Price: Rs. 247 Add another stylish pair to your trendy footwear collection by getting these casual shoes for men by ShoeBuzz. These shoes will keep your feet extremely comfortable, owing to their synthetic upper and lining. In addition, their PVC (polyvinyl chloride) sole will provide you with a good grip on the surface.,Specifications of ShoeBuzz Casuals General Ideal For Men Occasion Wedding, Casual, Party Shoe Details Sole Material PVC Closure Laced Weight 230 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 0 inch Outer Material Synthetic Leather Color Beige","[""Footwear >> Mens Footwear >> Casual Shoes >> ShoeBuzz Casual Shoes >> ShoeBuzz Casuals""]",,,,,,,,,,
,,,SHOEJGFU7RXZXFEM,Zed Loafers,"Key Features of Zed Loafers Material: Fabric Occasion: Casual Color: Grey Heel Height: 1,Specifications of Zed Loafers General Occasion Casual Ideal For Men Shoe Details Heel Height 1 inch Outer Material Fabric Color Grey","[""Footwear >> Mens Footwear >> Casual Shoes >> Zed Casual Shoes >> Zed Loafers""]",,,,,,,,,,
,,,SHOEH76627H5HRHM,JQR JQR Sports Shoes Running Shoes,"Key Features of JQR JQR Sports Shoes Running Shoes Material: phylon sole Occasion: Sports Comfortable Sole Latest Design,JQR JQR Sports Shoes Running Shoes Price: Rs. 1,299 APM Presents An Amazing Range Of JQR For Mens Who Want To Look Perfect For Every Occasion Vivid Colours And Latest Styling Are The Scoring Points For This Range; These Footwear Have Been Designed Keeping The Needs Of TodayS Youth In Mind.,Specifications of JQR JQR Sports Shoes Running Shoes General Occasion Sports Ideal For Men Shoe Details Sole Material Phylon Weight 840 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 1 inch Outer Material Synthetic Leather Color Black, Red Additional Details Care Instructions Wash in Lukewarm Water, Do Not Bleach","[""Footwear >> Mens Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",,,,,,,,,,
,,,SHOEH7622HVGTZUF,JQR JQR Sports Shoes Running Shoes,"Key Features of JQR JQR Sports Shoes Running Shoes Material: phylon sole Occasion: Sports Comfortable Sole Latest Design,JQR JQR Sports Shoes Running Shoes Price: Rs. 999 APM Presents An Amazing Range Of JQR For Mens Who Want To Look Perfect For Every Occasion Vivid Colours And Latest Styling Are The Scoring Points For This Range; These Footwear Have Been Designed Keeping The Needs Of TodayS Youth In Mind.,Specifications of JQR JQR Sports Shoes Running Shoes General Occasion Sports Ideal For Men Shoe Details Sole Material Phylon Weight 840 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 1 inch Outer Material Synthetic Leather Color Blue, Silver Additional Details Care Instructions Wash in Lukewarm Water, Do Not Bleach","[""Footwear >> Mens Footwear >> Sports Shoes >> JQR Sports Shoes >> JQR JQR Sports Shoes Running Shoes""]",,,,,,,,,,
,,,ACCEGWH3M56QEA7Q,Steelseries Siberia 200 Wired Headset,"Key Features of Steelseries Siberia 200 Wired Headset Over the Ear Headset Circumaural Headset Over the Head Wired Headset Padded Earcups,Specifications of Steelseries Siberia 200 Wired Headset (Forged Red) Headset Sound Features Headset Frequency Response 10 - 28000 Hz Headset Driver Units 50 mm General Headset Design Over the Head Brand Steelseries Wired/Wireless Wired Compatible Devices Computer, Mobile, Tablet Type of Headset Over the Ear Model ID Siberia 200 In Sales Package Main Unit, Manual Magnet Type Neodymium Color Forged Red Sound Features Noise Reduction Headphones 112 Warranty Warranty Summary 2 Years Warranty Connectivity Connector Type Dual 3.5 mm, 3 Pole Plug Microphone Features Microphone Type Mono Microphone Microphone Frequency Response 50 - 16000 Hz Microphone Impedance 2200 Ohm Additional Features Adapter: Single 3.5 mm, 4 Pole Plug, Microphone Pickup Pattern: Unidirectional, Iconic 50 mm Drivers, Retractable Mic, Suspension Headband","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> Steelseries Headphones (With Mic) >> Steelseries Siberia 200 Wired Headset (Forged Red)""]",,,,,,,,,,
,,,ACCEGGAYDMUYE7SK,Newgeh Tech EO-HS3303 171 Wired Headset,"Key Features of NEWGEN TECH EO-HS3303 171 Wired Headset SAMSUNG NOTE EDGE HIGH QUALITY SOUND DEEP BASS,NEWGEN TECH EO-HS3303 171 Wired Headset (White) Price: Rs. 159 Turn your smartphone into a super-phone with our choicest array of mobile accessories. These accessories are specially designed to boost the performance of your phone, along with giving you the option of customizing it to your own liking.,Specifications of NEWGEN TECH EO-HS3303 171 Wired Headset (White) General Headset Design Earbud Brand NEWGEN TECH Wired/Wireless Wired Compatible Devices Mobile Type of Headset In the Ear Model ID EO-HS3303 171 Color White In Sales Package 1 Headset Controls Call Controls Answer/End Call, Call Reject Bluetooth Bluetooth No Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 10 Days Replacement Warranty Service Type Replacement within 10 days of Purchase Not Covered in Warranty This elaborates on the things that, if damaged, will not be repaired/covered under warranty. Sound Features Noise Cancellation Headphones No Connectivity Connector Type Gold Plated Cord Type 1.2 m Double-sided, Symmetric Cord Microphone Features Noise Cancellation Mircrophone No Additional Features Contour Frame, Deep Bass","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> NEWGEN TECH Headphones (With Mic) >> NEWGEN TECH EO-HS3303 171 Wired Headset (White)""]",,,,,,,,,,
,,,ACCEGGDGP2KETAD9,Zidane 503TF_BLK Wireless Bluetooth Headset,"Key Features of Zidane 503TF_BLK Wireless Bluetooth Headset High Quality Pure Stereo Sound Transmission Class 2 Standard Present Perfect Music Portable and Wireless,Zidane 503TF_BLK Wireless Bluetooth Headset (Black) Price: Rs. 799 Bluetooth Stereo Headset with SD Card Slot.,Specifications of Zidane 503TF_BLK Wireless Bluetooth Headset (Black) Headset Sound Features Headset Frequency Response 18 - 20000 Hz Power and Battery Talk Time 420 min General Headset Design Behind the Neck Brand Zidane Wired/Wireless Wireless Compatible Devices Mobile, Tablet Type of Headset Over the Ear Model ID 503TF_BLK In Sales Package Headset Color Black Controls Call Controls Answer, End Call, Call Reject Bluetooth Bluetooth Yes Sound Features Noise Cancellation Headphones Yes Wireless Wireless Range 10 Dimensions Weight 40 g Warranty Covered in Warranty Manufacture and defective Warranty Summary 3 Months Not Covered in Warranty Misuse, Broken Microphone Features Noise Cancellation Mircrophone Yes Microphone Frequency Response 20000 Hz","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> Zidane Headphones (With Mic) >> Zidane 503TF_BLK Wireless Bluetooth Headset (Black)""]",,,,,,,,,,
,,,ACCEGGHE7H4QBGSC,CHKOKKO Earbud Skin Wireless Bluetooth Headset,"Key Features of CHKOKKO Earbud Skin Wireless Bluetooth Headset Headset Design: Earbud Type: In the Ear Inline Remote Compatible Devices: Mobile, Tablet, Audio Player, Musical Instrument, Computer,CHKOKKO Earbud Skin Wireless Bluetooth Headset (Skin) Price: Rs. 610 Brand new and high quality 4.0 smart chip, efficient transmission speed. Compact, ultra-Light Design Stereo Bluetooth Headset, Portable and Easy to Carry. High-fidelity sound quality, Wireless songs enjoy, Voice report number, low power remind, Connect/disconnect remind, Boot off prompts. Allows you to conveniently answer calls while driving. Supports Two Mobile Phones Simultaneously Connected. Long battery life, fast charging. Support voice calls, movie, Bluetooth V4.0, Superior Compatibility. Compatible for Almost All the Mobile Phones and Tablet PC, etc.,Specifications of CHKOKKO Earbud Skin Wireless Bluetooth Headset (Skin) Power and Battery Stand-by Time 10 hr Charge Time 4 Hours General Headset Design Earbud Brand CHKOKKO Wired/Wireless Wireless Compatible Devices Mobile, Tablet, Audio Player, Musical Instrument, Computer Type of Headset In the Ear Model ID Earbud Skin In Sales Package 1 x Headset, 1 x charging Cable Color Skin Bluetooth Bluetooth Version 4.0 Bluetooth Yes Sound Features Noise Cancellation Headphones Yes Warranty Covered in Warranty Headset Warranty Summary 3 Months Manufacturer warranty Not Covered in Warranty Charging cable Microphone Features Noise Cancellation Mircrophone Yes","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> CHKOKKO Headphones (With Mic) >> CHKOKKO Earbud Skin Wireless Bluetooth Headset (...""]",,,,,,,,,,
,,,ACCEGJ6KADZTTH3T,Qline Superman Wired Headset,"Key Features of Qline Superman Wired Headset Headset Design: Canalphone Type: In the Ear Inline Remote Compatible Devices: Audio Player, Gaming Console, Tablet, Musical Instrument, Mobile, Computer,Specifications of Qline Superman Wired Headset (Blue) General Headset Design Canalphone Brand Qline Wired/Wireless Wired Compatible Devices Audio Player, Gaming Console, Tablet, Musical Instrument, Mobile, Computer Type of Headset In the Ear Model ID Superman In Sales Package Headset, 3 pair earplugs Color Blue Bluetooth Bluetooth No Sound Features Noise Cancellation Headphones Yes Warranty Covered in Warranty Manufacturing Defect Warranty Summary 1 Month Not Covered in Warranty Physical Damage Microphone Features Noise Cancellation Mircrophone No","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> Qline Headphones (With Mic) >> Qline Superman Wired Headset (Blue)""]",,,,,,,,,,
,,,ACCEGGBSWNJB4QEF,Newgen Tech EO-HS3303 186 Wired Headset,"Key Features of NEWGEN TECH EO-HS3303 186 Wired Headset SAMSUNG GALAXY NOTE 2 HIGH QUALITY SOUND DEEP BASS,NEWGEN TECH EO-HS3303 186 Wired Headset (White) Price: Rs. 159 Turn your smartphone into a super-phone with our choicest array of mobile accessories. These accessories are specially designed to boost the performance of your phone, along with giving you the option of customizing it to your own liking.,Specifications of NEWGEN TECH EO-HS3303 186 Wired Headset (White) General Headset Design Earbud Brand NEWGEN TECH Wired/Wireless Wired Compatible Devices Mobile Type of Headset In the Ear Model ID EO-HS3303 186 Color White In Sales Package 1 Headset Controls Call Controls Answer/End Call, Call Reject Bluetooth Bluetooth No Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 10 Days Replacement Warranty Service Type Replacement within 10 days of Purchase Not Covered in Warranty This elaborates on the things that, if damaged, will not be repaired/covered under warranty. Sound Features Noise Cancellation Headphones No Connectivity Connector Type Gold Plated Cord Type 1.2 m Double-sided, Symmetric Cord Microphone Features Noise Cancellation Mircrophone No Additional Features Contour Frame, Deep Bass","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> NEWGEN TECH Headphones (With Mic) >> NEWGEN TECH EO-HS3303 186 Wired Headset (White)""]",,,,,,,,,,
,,,ACCEGG9YCGHJGSZA,Newgen Tech EO-HS3303 144 Wired Headset,"Key Features of NEWGEN TECH EO-HS3303 144 Wired Headset SAMSUNG GALAXY A8 HIGH QUALITY SOUND DEEP BASS,NEWGEN TECH EO-HS3303 144 Wired Headset (White) Price: Rs. 159 Turn your smartphone into a super-phone with our choicest array of mobile accessories. These accessories are specially designed to boost the performance of your phone, along with giving you the option of customizing it to your own liking.,Specifications of NEWGEN TECH EO-HS3303 144 Wired Headset (White) General Headset Design Earbud Brand NEWGEN TECH Wired/Wireless Wired Compatible Devices Mobile Type of Headset In the Ear Model ID EO-HS3303 144 In Sales Package 1 Headset Color White Controls Call Controls Answer/End Call, Call Reject Bluetooth Bluetooth No Sound Features Noise Cancellation Headphones No Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 10 Days Replacement Warranty Service Type Replacement within 10 days of Purchase Not Covered in Warranty This elaborates on the things that, if damaged, will not be repaired/covered under warranty. Connectivity Connector Type Gold Plated Cord Type 1.2 m Double-sided, Symmetric Cord Microphone Features Noise Cancellation Mircrophone No Additional Features Contour Frame, Deep Bass","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> NEWGEN TECH Headphones (With Mic) >> NEWGEN TECH EO-HS3303 144 Wired Headset (White)""]",,,,,,,,,,
,,,ACCEGG9Z4QCZJZFJ,Newgen Tech EO-HS3303 161 Wired Headset,"Key Features of NEWGEN TECH EO-HS3303 161 Wired Headset SAMSUNG GALAXY CORE HIGH QUALITY SOUND DEEP BASS,NEWGEN TECH EO-HS3303 161 Wired Headset (White) Price: Rs. 159 Turn your smartphone into a super-phone with our choicest array of mobile accessories. These accessories are specially designed to boost the performance of your phone, along with giving you the option of customizing it to your own liking.,Specifications of NEWGEN TECH EO-HS3303 161 Wired Headset (White) General Headset Design Earbud Brand NEWGEN TECH Wired/Wireless Wired Compatible Devices Mobile Type of Headset In the Ear Model ID EO-HS3303 161 Color White In Sales Package 1 Headset Controls Call Controls Answer/End Call, Call Reject Bluetooth Bluetooth No Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 10 Days Replacement Warranty Service Type Replacement within 10 days of Purchase Not Covered in Warranty This elaborates on the things that, if damaged, will not be repaired/covered under warranty. Sound Features Noise Cancellation Headphones No Connectivity Connector Type Gold Plated Cord Type 1.2 m Double-sided, Symmetric Cord Microphone Features Noise Cancellation Mircrophone No Additional Features Contour Frame, Deep Bass","[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> NEWGEN TECH Headphones (With Mic) >> NEWGEN TECH EO-HS3303 161 Wired Headset (White)""]",,,,,,,,,,
